sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
ansiedad,ultimamente tengo sensacion constante de ansiedad,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,desde hace semanas tengo sensacion constante de ansiedad y no se por que,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,tengo sensacion constante de ansiedad y cada vez mas frecuente,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,me preocupan cosas pequenas y no paro,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",original
ansiedad,estos dias me preocupan cosas pequenas y no paro y no se por que,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,me preocupan cosas pequenas y no paro y va a peor,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,de un tiempo a esta parte me preocupan cosas pequenas y no paro y va a peor,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,duermo mal por nervios,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",original
ansiedad,de un tiempo a esta parte duermo mal por nervios y me pasa a menudo,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,de un tiempo a esta parte duermo mal por nervios y va a peor,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
ansiedad,desde hace semanas duermo mal por nervios y cada vez mas frecuente,magnesio; vitamina b6; omega-3,"aguacate, platano, patata, champinones, brocoli, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, carne pollo, carne pavo",parafraseado
animo bajo,me siento con animo bajo estos dias,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
animo bajo,estos dias me percibo con animo bajo estos dias y no se por que,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,ultimamente me percibo con animo bajo estos dias y cada vez mas frecuente,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,estoy con animo bajo estos dias y me pasa a menudo,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,tengo tristezas y poca motivacion,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
animo bajo,estos dias tengo tristezas y poca motivacion y cada vez mas frecuente,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,por las mananas tengo tristezas y poca motivacion y me pasa a menudo,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,tengo tristezas y poca motivacion y me preocupa,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me cuesta disfrutar de las cosas,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
animo bajo,ultimamente me cuesta disfrutar de las cosas,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me cuesta disfrutar de las cosas y me preocupa,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,por las mananas me cuesta disfrutar de las cosas y me pasa a menudo,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me noto apagado y sin ganas,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
animo bajo,estos dias me noto apagado y sin ganas,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me noto apagado y sin ganas y va a peor,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,de un tiempo a esta parte me noto apagado y sin ganas y va a peor,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me levanto desanimado,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
animo bajo,desde hace semanas me levanto desanimado,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,me levanto desanimado y cada vez mas frecuente,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
animo bajo,por las mananas me levanto desanimado,vitamina d; omega-3; vitamina b12,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,me cuesta concentrarme en el trabajo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
dificultad para concentrarse,por las mananas pierdo el foco en el trabajo y no se por que,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,tengo problemas para concentrarme en el trabajo y me pasa a menudo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,pierdo el foco en el trabajo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,pierdo el foco con facilidad,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
dificultad para concentrarse,ultimamente pierdo el foco con facilidad,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,pierdo el foco con facilidad y no se por que,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,estos dias pierdo el foco con facilidad,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,me distraigo todo el tiempo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
dificultad para concentrarse,de un tiempo a esta parte me distraigo todo el tiempo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,desde hace semanas me distraigo todo el tiempo y va a peor,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,de un tiempo a esta parte me distraigo todo el tiempo y me preocupa,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,tardo mucho en terminar tareas,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
dificultad para concentrarse,tardo mucho en terminar tareas y va a peor,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,desde hace semanas tardo mucho en terminar tareas y me pasa a menudo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,de un tiempo a esta parte tardo mucho en terminar tareas y cada vez mas frecuente,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,olvido lo que estaba haciendo,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",original
dificultad para concentrarse,olvido lo que estaba haciendo y no se por que,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,por las mananas olvido lo que estaba haciendo y va a peor,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
dificultad para concentrarse,ultimamente olvido lo que estaba haciendo y va a peor,vitamina b12; omega-3; hierro,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso",parafraseado
mareos,siento mareos al levantarme,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",original
mareos,desde hace semanas siento mareos al levantarme y me preocupa,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",parafraseado
mareos,estos dias siento mareos al levantarme y va a peor,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",parafraseado
mareos,desde hace semanas siento mareos al levantarme y me pasa a menudo,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",parafraseado
mareos,a veces todo me gira,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",original
mareos,estos dias a veces todo me gira,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",parafraseado
mareos,estos dias a veces todo me gira y me preocupa,hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, brocoli, coliflor, champinones",parafraseado
